gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,at,emp,ni,revt,costat
003980,2015-09-30,2015,INDL,C,D,STD,DIS,USD,88182.0000,185.0000,8382.0000,52465.0000,A
003980,2016-09-30,2016,INDL,C,D,STD,DIS,USD,92033.0000,195.0000,9391.0000,55632.0000,A
003980,2017-09-30,2017,INDL,C,D,STD,DIS,USD,95789.0000,199.0000,8980.0000,55137.0000,A
003980,2018-09-30,2018,INDL,C,D,STD,DIS,USD,98598.0000,201.0000,12598.0000,59434.0000,A
003980,2019-09-30,2019,INDL,C,D,STD,DIS,USD,193984.0000,223.0000,11054.0000,69570.0000,A
004016,2009-01-31,2008,INDL,C,D,STD,DG,USD,8889.1990,72.5000,108.1820,10457.6680,A
004016,2010-01-31,2009,INDL,C,D,STD,DG,USD,8863.5190,79.8000,339.4420,11796.3800,A
004016,2011-01-31,2010,INDL,C,D,STD,DG,USD,9546.2220,85.9000,627.8570,13035.0000,A
004016,2012-01-31,2011,INDL,C,D,STD,DG,USD,9688.5200,90.0000,766.6850,14807.1880,A
004016,2013-01-31,2012,INDL,C,D,STD,DG,USD,10367.6820,90.5000,952.6620,16022.1280,A
004016,2014-01-31,2013,INDL,C,D,STD,DG,USD,10867.5240,100.6000,1025.1160,17504.1670,A
004016,2015-01-31,2014,INDL,C,D,STD,DG,USD,11224.1040,105.5000,1065.3450,18909.5880,A
004016,2016-01-31,2015,INDL,C,D,STD,DG,USD,11257.8850,113.4000,1165.0800,20368.5620,A
004016,2017-01-31,2016,INDL,C,D,STD,DG,USD,11672.2980,121.0000,1251.1330,21986.5980,A
004016,2018-01-31,2017,INDL,C,D,STD,DG,USD,12516.9110,129.0000,1538.9600,23470.9670,A
004016,2019-01-31,2018,INDL,C,D,STD,DG,USD,13204.0380,135.0000,1589.4720,25625.0430,A
004016,2020-01-31,2019,INDL,C,D,STD,DG,USD,22825.0840,143.0000,1712.5550,27753.9730,A
004029,2009-12-31,2009,INDL,C,D,STD,D,USD,42554.0000,17.9000,1287.0000,15131.0000,A
004029,2010-12-31,2010,INDL,C,D,STD,D,USD,42817.0000,15.8000,2808.0000,15197.0000,A
004029,2011-12-31,2011,INDL,C,D,STD,D,USD,45614.0000,15.8000,1408.0000,14379.0000,A
004029,2012-12-31,2012,INDL,C,D,STD,D,USD,46838.0000,15.5000,302.0000,13093.0000,A
004029,2013-12-31,2013,INDL,C,D,STD,D,USD,50096.0000,14.5000,1697.0000,13120.0000,A
004029,2014-12-31,2014,INDL,C,D,STD,D,USD,54327.0000,14.4000,1310.0000,12436.0000,A
004029,2015-12-31,2015,INDL,C,D,STD,D,USD,58797.0000,14.7000,1899.0000,11683.0000,A
004029,2016-12-31,2016,INDL,C,D,STD,D,USD,71610.0000,16.2000,2123.0000,11737.0000,A
004029,2017-12-31,2017,INDL,C,D,STD,D,USD,76585.0000,16.2000,2999.0000,12586.0000,A
004029,2018-12-31,2018,INDL,C,D,STD,D,USD,77914.0000,21.3000,2447.0000,13581.0000,A
004029,2019-12-31,2019,INDL,C,D,STD,D,USD,103823.0000,19.1000,1358.0000,16572.0000,A
004058,2009-12-31,2009,INDL,C,D,STD,DOV,USD,7882.4030,29.3000,356.4380,5775.6890,A
004058,2010-12-31,2010,INDL,C,D,STD,DOV,USD,8562.8940,32.0000,700.1040,7132.6480,A
004058,2011-12-31,2011,INDL,C,D,STD,DOV,USD,9501.4500,34.0000,895.2430,7950.1400,A
004058,2012-12-31,2012,INDL,C,D,STD,DOV,USD,10443.9430,35.0000,811.0700,8104.3390,A
004058,2013-12-31,2013,INDL,C,D,STD,DOV,USD,10838.1720,37.0000,1003.1290,8729.8130,A
004058,2014-12-31,2014,INDL,C,D,STD,DOV,USD,9090.3850,27.0000,775.2350,7752.7280,A
004058,2015-12-31,2015,INDL,C,D,STD,DOV,USD,8619.7630,26.0000,869.8290,6956.3110,A
004058,2016-12-31,2016,INDL,C,D,STD,DOV,USD,10115.9910,29.0000,508.8920,6794.3420,A
004058,2017-12-31,2017,INDL,C,D,STD,DOV,USD,10657.6530,29.0000,811.6650,7830.4360,A
004058,2018-12-31,2018,INDL,C,D,STD,DOV,USD,8365.7710,24.0000,570.2670,6992.1180,A
004058,2019-12-31,2019,INDL,C,D,STD,DOV,USD,8669.4770,24.0000,677.9180,7136.3970,A
004060,2009-12-31,2009,INDL,C,D,STD,DD,USD,65937.0000,52.1950,648.0000,44875.0000,A
004060,2010-12-31,2010,INDL,C,D,STD,DD,USD,69588.0000,49.5050,2310.0000,53674.0000,A
004060,2011-12-31,2011,INDL,C,D,STD,DD,USD,69224.0000,51.7050,2742.0000,59985.0000,A
004060,2012-12-31,2012,INDL,C,D,STD,DD,USD,69605.0000,54.3530,1182.0000,56786.0000,A
004060,2013-12-31,2013,INDL,C,D,STD,DD,USD,69501.0000,52.7310,4787.0000,57080.0000,A
004060,2014-12-31,2014,INDL,C,D,STD,DD,USD,68796.0000,53.2160,3772.0000,58167.0000,A
004060,2015-12-31,2015,INDL,C,D,STD,DD,USD,68026.0000,49.4950,7685.0000,48778.0000,A
004060,2016-12-31,2016,INDL,C,D,STD,DD,USD,79511.0000,56.0000,4318.0000,48158.0000,A
004060,2017-12-31,2017,INDL,C,D,STD,DD,USD,192164.0000,98.0000,1460.0000,62484.0000,A
004060,2018-12-31,2018,INDL,C,D,STD,DD,USD,188030.0000,98.0000,3844.0000,85977.0000,A
004060,2019-12-31,2019,INDL,C,D,STD,DD,USD,69396.0000,35.0000,498.0000,21512.0000,A
004066,2009-12-31,2009,INDL,C,D,STD,OMC,USD,17920.7000,63.0000,793.0000,11720.7000,A
004066,2010-12-31,2010,INDL,C,D,STD,OMC,USD,19566.1000,65.5000,827.7000,12542.5000,A
004066,2011-12-31,2011,INDL,C,D,STD,OMC,USD,20505.4000,70.6000,952.6000,13872.5000,A
004066,2012-12-31,2012,INDL,C,D,STD,OMC,USD,22151.9000,71.1000,998.3000,14219.4000,A
004066,2013-12-31,2013,INDL,C,D,STD,OMC,USD,22098.7000,71.8000,991.1000,14584.5000,A
004066,2014-12-31,2014,INDL,C,D,STD,OMC,USD,21559.7000,74.0000,1104.0000,15317.8000,A
004066,2015-12-31,2015,INDL,C,D,STD,OMC,USD,22110.7000,74.9000,1093.9000,15134.4000,A
004066,2016-12-31,2016,INDL,C,D,STD,OMC,USD,23165.4000,78.5000,1148.6000,15416.9000,A
004066,2017-12-31,2017,INDL,C,D,STD,OMC,USD,24931.2000,77.3000,1088.4000,15273.6000,A
004066,2018-12-31,2018,INDL,C,D,STD,OMC,USD,24617.0000,70.4000,1326.4000,15290.2000,A
004066,2019-12-31,2019,INDL,C,D,STD,OMC,USD,26783.4000,70.0000,1339.1000,14953.7000,A
004093,2009-12-31,2009,INDL,C,D,STD,DUK,USD,57040.0000,18.6800,1075.0000,12731.0000,A
004093,2010-12-31,2010,INDL,C,D,STD,DUK,USD,59090.0000,18.4400,1320.0000,14272.0000,A
004093,2011-12-31,2011,INDL,C,D,STD,DUK,USD,62526.0000,18.2490,1706.0000,14529.0000,A
004093,2012-12-31,2012,INDL,C,D,STD,DUK,USD,113856.0000,27.8850,1768.0000,19624.0000,A
004093,2013-12-31,2013,INDL,C,D,STD,DUK,USD,114779.0000,27.9480,2665.0000,24549.0000,A
004093,2014-12-31,2014,INDL,C,D,STD,DUK,USD,120709.0000,28.3440,1883.0000,23930.0000,A
004093,2015-12-31,2015,INDL,C,D,STD,DUK,USD,121156.0000,29.1880,2816.0000,23459.0000,A
004093,2016-12-31,2016,INDL,C,D,STD,DUK,USD,132761.0000,28.7980,2152.0000,22754.0000,A
004093,2017-12-31,2017,INDL,C,D,STD,DUK,USD,137914.0000,29.0600,3059.0000,23565.0000,A
004093,2018-12-31,2018,INDL,C,D,STD,DUK,USD,145392.0000,30.0830,2666.0000,24521.0000,A
004093,2019-12-31,2019,INDL,C,D,STD,DUK,USD,158838.0000,28.7930,3748.0000,25079.0000,A
004145,2009-12-31,2009,INDL,C,D,STD,PKI,USD,3064.2420,8.2000,85.5990,1812.2020,A
004145,2010-12-31,2010,INDL,C,D,STD,PKI,USD,3209.3730,6.2000,383.9190,1704.3460,A
004145,2011-12-31,2011,INDL,C,D,STD,PKI,USD,3834.1980,7.2000,7.6550,1921.2870,A
004145,2012-12-31,2012,INDL,C,D,STD,PKI,USD,3901.7620,7.5000,69.9400,2115.2050,A
004145,2013-12-31,2013,INDL,C,D,STD,PKI,USD,3946.7120,7.6000,167.2120,2166.2320,A
004145,2014-12-31,2014,INDL,C,D,STD,PKI,USD,4134.0750,7.7000,157.7780,2237.2190,A
004145,2015-12-31,2015,INDL,C,D,STD,PKI,USD,4166.2950,8.0000,212.4250,2262.3590,A
004145,2016-12-31,2016,INDL,C,D,STD,PKI,USD,4276.6830,8.0000,234.2990,2115.5170,A
004145,2017-12-31,2017,INDL,C,D,STD,PKI,USD,6091.4630,11.0000,292.6330,2256.9820,A
004145,2018-12-31,2018,INDL,C,D,STD,PKI,USD,5975.5220,12.5000,237.9270,2777.9960,A
004145,2019-12-31,2019,INDL,C,D,STD,PKI,USD,6538.5640,13.0000,227.5580,2883.6730,A
004199,2009-12-31,2009,INDL,C,D,STD,ETN,USD,16282.0000,70.0000,383.0000,11873.0000,A
004199,2010-12-31,2010,INDL,C,D,STD,ETN,USD,17252.0000,70.0000,929.0000,13715.0000,A
004199,2011-12-31,2011,INDL,C,D,STD,ETN,USD,17873.0000,73.0000,1350.0000,16049.0000,A
004199,2012-12-31,2012,INDL,C,D,STD,ETN,USD,35848.0000,103.0000,1217.0000,16311.0000,A
004199,2013-12-31,2013,INDL,C,D,STD,ETN,USD,35491.0000,102.0000,1861.0000,22046.0000,A
004199,2014-12-31,2014,INDL,C,D,STD,ETN,USD,33529.0000,102.0000,1793.0000,22552.0000,A
004199,2015-12-31,2015,INDL,C,D,STD,ETN,USD,31031.0000,97.0000,1979.0000,20855.0000,A
004199,2016-12-31,2016,INDL,C,D,STD,ETN,USD,30419.0000,95.0000,1922.0000,19747.0000,A
004199,2017-12-31,2017,INDL,C,D,STD,ETN,USD,32623.0000,96.0000,2985.0000,20404.0000,A
004199,2018-12-31,2018,INDL,C,D,STD,ETN,USD,31092.0000,99.0000,2145.0000,21609.0000,A
004199,2019-12-31,2019,INDL,C,D,STD,ETN,USD,32805.0000,101.0000,2211.0000,21390.0000,A
004213,2009-12-31,2009,INDL,C,D,STD,ECL,USD,5020.9000,25.9310,417.3000,5900.6000,A
004213,2010-12-31,2010,INDL,C,D,STD,ECL,USD,4872.2000,26.4940,530.3000,6089.7000,A
004213,2011-12-31,2011,INDL,C,D,STD,ECL,USD,18240.8000,40.2000,462.5000,6828.1000,A
004213,2012-12-31,2012,INDL,C,D,STD,ECL,USD,17572.3000,40.8600,703.6000,11838.7000,A
004213,2013-12-31,2013,INDL,C,D,STD,ECL,USD,19636.5000,45.4150,967.8000,13253.4000,A
004213,2014-12-31,2014,INDL,C,D,STD,ECL,USD,19466.7000,47.4300,1202.8000,14280.5000,A
004213,2015-12-31,2015,INDL,C,D,STD,ECL,USD,18641.7000,47.1450,1002.1000,13545.1000,A
004213,2016-12-31,2016,INDL,C,D,STD,ECL,USD,18330.2000,47.5650,1229.6000,13152.8000,A
004213,2017-12-31,2017,INDL,C,D,STD,ECL,USD,19962.4000,48.4000,1508.4000,13838.3000,A
004213,2018-12-31,2018,INDL,C,D,STD,ECL,USD,20074.5000,49.0000,1429.1000,14668.2000,A
004213,2019-12-31,2019,INDL,C,D,STD,ECL,USD,20869.1000,50.2000,1558.9000,14906.3000,A
004321,2009-09-30,2009,INDL,C,D,STD,EMR,USD,19763.0000,129.0000,1724.0000,20915.0000,A
004321,2010-09-30,2010,INDL,C,D,STD,EMR,USD,22843.0000,127.7000,2164.0000,21039.0000,A
004321,2011-09-30,2011,INDL,C,D,STD,EMR,USD,23861.0000,133.2000,2480.0000,24222.0000,A
004321,2012-09-30,2012,INDL,C,D,STD,EMR,USD,23818.0000,134.9000,1968.0000,24412.0000,A
004321,2013-09-30,2013,INDL,C,D,STD,EMR,USD,24711.0000,131.6000,2004.0000,24669.0000,A
004321,2014-09-30,2014,INDL,C,D,STD,EMR,USD,24177.0000,115.1000,2147.0000,24537.0000,A
004321,2015-09-30,2015,INDL,C,D,STD,EMR,USD,22088.0000,110.8000,2710.0000,22304.0000,A
004321,2016-09-30,2016,INDL,C,D,STD,EMR,USD,21743.0000,74.5000,1635.0000,14522.0000,A
004321,2017-09-30,2017,INDL,C,D,STD,EMR,USD,19589.0000,76.5000,1518.0000,15264.0000,A
004321,2018-09-30,2018,INDL,C,D,STD,EMR,USD,20390.0000,87.5000,2203.0000,17408.0000,A
004321,2019-09-30,2019,INDL,C,D,STD,EMR,USD,20497.0000,88.0000,2306.0000,18372.0000,A
004383,2009-09-30,2009,INDL,C,D,STD,ATO,USD,6343.7660,4.8910,190.9780,4969.0800,A
004383,2010-09-30,2010,INDL,C,D,STD,ATO,USD,6763.7910,4.9130,205.8390,4789.6900,A
004383,2011-09-30,2011,INDL,C,D,STD,ATO,USD,7282.8710,4.9490,207.6010,4347.6340,A
004383,2012-09-30,2012,INDL,C,D,STD,ATO,USD,7495.6750,4.7590,216.7170,3438.4830,A
004383,2013-09-30,2013,INDL,C,D,STD,ATO,USD,7940.4010,4.7200,243.1940,3886.2570,A
004383,2014-09-30,2014,INDL,C,D,STD,ATO,USD,8594.7040,4.7610,289.8170,4940.9160,A
004383,2015-09-30,2015,INDL,C,D,STD,ATO,USD,9092.9450,4.7530,315.0750,4142.1360,A
004383,2016-09-30,2016,INDL,C,D,STD,ATO,USD,10010.8890,4.7470,350.1040,3349.9490,A
004383,2017-09-30,2017,INDL,C,D,STD,ATO,USD,10749.5960,4.5650,396.4210,2759.7350,A
004383,2018-09-30,2018,INDL,C,D,STD,ATO,USD,11874.4370,4.6280,603.0640,3115.5460,A
004383,2019-09-30,2019,INDL,C,D,STD,ATO,USD,13367.6190,4.7760,511.4060,2901.8480,A
004423,2009-12-31,2009,INDL,C,D,STD,EFX,USD,3550.5000,6.6000,233.9000,1824.5000,A
004423,2010-12-31,2010,INDL,C,D,STD,EFX,USD,3433.6000,6.5000,266.7000,1859.5000,A
004423,2011-12-31,2011,INDL,C,D,STD,EFX,USD,3508.6000,6.5000,232.9000,1959.8000,A
004423,2012-12-31,2012,INDL,C,D,STD,EFX,USD,4511.1000,7.0000,272.1000,2160.5000,A
004423,2013-12-31,2013,INDL,C,D,STD,EFX,USD,4539.9000,7.0000,351.8000,2303.9000,A
004423,2014-12-31,2014,INDL,C,D,STD,EFX,USD,4674.2000,7.5000,367.4000,2436.4000,A
004423,2015-12-31,2015,INDL,C,D,STD,EFX,USD,4509.0000,8.0000,429.1000,2663.6000,A
004423,2016-12-31,2016,INDL,C,D,STD,EFX,USD,6664.0000,9.5000,488.8000,3144.9000,A
004423,2017-12-31,2017,INDL,C,D,STD,EFX,USD,7233.4000,10.3000,587.3000,3362.2000,A
004423,2018-12-31,2018,INDL,C,D,STD,EFX,USD,7153.2000,10.9000,299.8000,3412.1000,A
004423,2019-12-31,2019,INDL,C,D,STD,EFX,USD,7909.0000,11.2000,-398.8000,3527.6000,A
004430,2009-12-31,2009,INDL,C,D,STD,EQT,USD,5957.2570,1.8000,156.9290,1269.8270,A
004430,2010-12-31,2010,INDL,C,D,STD,EQT,USD,7098.4380,1.8150,227.7000,1322.7080,A
004430,2011-12-31,2011,INDL,C,D,STD,EQT,USD,8772.7190,1.8350,479.7690,1639.9340,A
004430,2012-12-31,2012,INDL,C,D,STD,EQT,USD,8849.8620,1.8730,183.3950,1641.6080,A
004430,2013-12-31,2013,INDL,C,D,STD,EQT,USD,9792.0530,1.6210,390.5720,1862.0110,A
004430,2014-12-31,2014,INDL,C,D,STD,EQT,USD,12064.9000,1.7500,386.9650,2469.7100,A
004430,2015-12-31,2015,INDL,C,D,STD,EQT,USD,13976.1720,1.9140,85.1710,2339.7620,A
004430,2016-12-31,2016,INDL,C,D,STD,EQT,USD,15472.9220,1.8090,-452.9830,1608.3480,A
004430,2017-12-31,2017,INDL,C,D,STD,EQT,USD,29522.6040,2.0670,1508.5290,3378.0150,A
004430,2018-12-31,2018,INDL,C,D,STD,EQT,USD,20721.3440,0.8630,-2244.5680,4557.8680,A
004430,2019-12-31,2019,INDL,C,D,STD,EQT,USD,18809.2270,0.6470,-1221.6950,4416.4840,A
004494,2009-12-31,2009,INDL,C,D,STD,EXPD,USD,2323.7220,12.0100,240.2170,4092.2830,A
004494,2010-12-31,2010,INDL,C,D,STD,EXPD,USD,2679.1790,12.8800,344.1720,5967.5730,A
004494,2011-12-31,2011,INDL,C,D,STD,EXPD,USD,2866.8270,13.5900,385.6790,6150.4980,A
004494,2012-12-31,2012,INDL,C,D,STD,EXPD,USD,2954.1250,13.7000,333.3600,5980.9430,A
004494,2013-12-31,2013,INDL,C,D,STD,EXPD,USD,3014.8120,13.9100,348.5260,6080.2570,A
004494,2014-12-31,2014,INDL,C,D,STD,EXPD,USD,2890.9050,14.6700,376.8880,6564.7210,A
004494,2015-12-31,2015,INDL,C,D,STD,EXPD,USD,2582.4380,15.3970,457.2230,6616.6320,A
004494,2016-12-31,2016,INDL,C,D,STD,EXPD,USD,2790.8710,16.0890,430.8070,6098.0370,A
004494,2017-12-31,2017,INDL,C,D,STD,EXPD,USD,3117.0080,16.5000,489.3450,6920.9480,A
004494,2018-12-31,2018,INDL,C,D,STD,EXPD,USD,3314.5590,17.4000,618.1990,8138.3650,A
004494,2019-12-31,2019,INDL,C,D,STD,EXPD,USD,3691.8840,18.2970,590.3950,8175.4260,A
004503,2009-12-31,2009,INDL,C,D,STD,XOM,USD,233323.0000,80.7000,19280.0000,275564.0000,A
004503,2010-12-31,2010,INDL,C,D,STD,XOM,USD,302510.0000,83.6000,30460.0000,341578.0000,A
004503,2011-12-31,2011,INDL,C,D,STD,XOM,USD,331052.0000,82.1000,41060.0000,433526.0000,A
004503,2012-12-31,2012,INDL,C,D,STD,XOM,USD,333795.0000,76.9000,44880.0000,420714.0000,A
004503,2013-12-31,2013,INDL,C,D,STD,XOM,USD,346808.0000,75.0000,32580.0000,390247.0000,A
004503,2014-12-31,2014,INDL,C,D,STD,XOM,USD,349493.0000,75.3000,32520.0000,364763.0000,A
004503,2015-12-31,2015,INDL,C,D,STD,XOM,USD,336758.0000,73.5000,16150.0000,236810.0000,A
004503,2016-12-31,2016,INDL,C,D,STD,XOM,USD,330314.0000,71.1000,7840.0000,197518.0000,A
004503,2017-12-31,2017,INDL,C,D,STD,XOM,USD,348691.0000,69.6000,19710.0000,237162.0000,A
004503,2018-12-31,2018,INDL,C,D,STD,XOM,USD,346196.0000,71.0000,20840.0000,279332.0000,A
004503,2019-12-31,2019,INDL,C,D,STD,XOM,USD,362597.0000,74.9000,14340.0000,255583.0000,A
004510,2009-12-31,2009,INDL,C,D,STD,FMC,USD,3136.2000,4.8000,228.5000,2826.2000,A
004510,2010-12-31,2010,INDL,C,D,STD,FMC,USD,3319.9000,4.9000,172.5000,3116.3000,A
004510,2011-12-31,2011,INDL,C,D,STD,FMC,USD,3743.5000,5.0000,365.9000,3377.9000,A
004510,2012-12-31,2012,INDL,C,D,STD,FMC,USD,4373.9000,5.7000,416.2000,3748.3000,A
004510,2013-12-31,2013,INDL,C,D,STD,FMC,USD,5235.2000,5.6000,293.9000,3874.8000,A
004510,2014-12-31,2014,INDL,C,D,STD,FMC,USD,5340.5000,6.0000,307.5000,4037.7000,A
004510,2015-12-31,2015,INDL,C,D,STD,FMC,USD,6325.9000,6.0000,489.0000,3276.5000,A
004510,2016-12-31,2016,INDL,C,D,STD,FMC,USD,6139.3000,5.9000,209.1000,3282.4000,A
004510,2017-12-31,2017,INDL,C,D,STD,FMC,USD,9206.3000,7.0000,535.8000,2878.6000,A
004510,2018-12-31,2018,INDL,C,D,STD,FMC,USD,9974.3000,7.3000,502.1000,4727.8000,A
004510,2019-12-31,2019,INDL,C,D,STD,FMC,USD,9872.7000,6.4000,477.4000,4609.8000,A
004517,2009-12-31,2009,INDL,C,D,STD,NEE,USD,48458.0000,15.0700,1615.0000,15643.0000,A
004517,2010-12-31,2010,INDL,C,D,STD,NEE,USD,52994.0000,14.6900,1957.0000,15317.0000,A
004517,2011-12-31,2011,INDL,C,D,STD,NEE,USD,57188.0000,14.5000,1923.0000,15341.0000,A
004517,2012-12-31,2012,INDL,C,D,STD,NEE,USD,64439.0000,14.8000,1911.0000,14256.0000,A
004517,2013-12-31,2013,INDL,C,D,STD,NEE,USD,69306.0000,13.4000,1908.0000,15136.0000,A
004517,2014-12-31,2014,INDL,C,D,STD,NEE,USD,74929.0000,13.4000,2465.0000,17021.0000,A
004517,2015-12-31,2015,INDL,C,D,STD,NEE,USD,82479.0000,13.8000,2752.0000,17486.0000,A
004517,2016-12-31,2016,INDL,C,D,STD,NEE,USD,89993.0000,14.7000,2912.0000,16155.0000,A
004517,2017-12-31,2017,INDL,C,D,STD,NEE,USD,97827.0000,14.0000,5378.0000,17195.0000,A
004517,2018-12-31,2018,INDL,C,D,STD,NEE,USD,103702.0000,14.3000,6638.0000,16727.0000,A
004517,2019-12-31,2019,INDL,C,D,STD,NEE,USD,117691.0000,14.8000,3769.0000,19204.0000,A
004598,2009-05-31,2008,INDL,C,D,STD,FDX,USD,24244.0000,259.7000,98.0000,35497.0000,A
004598,2010-05-31,2009,INDL,C,D,STD,FDX,USD,24902.0000,265.0000,1184.0000,34734.0000,A
004598,2011-05-31,2010,INDL,C,D,STD,FDX,USD,27385.0000,270.3000,1452.0000,39304.0000,A
004598,2012-05-31,2011,INDL,C,D,STD,FDX,USD,29903.0000,278.6000,2032.0000,42680.0000,A
004598,2013-05-31,2012,INDL,C,D,STD,FDX,USD,33567.0000,293.0000,1561.0000,44287.0000,A
004598,2014-05-31,2013,INDL,C,D,STD,FDX,USD,33070.0000,293.9000,2097.0000,45567.0000,A
004598,2015-05-31,2014,INDL,C,D,STD,FDX,USD,37069.0000,312.0000,1050.0000,47453.0000,A
004598,2016-05-31,2015,INDL,C,D,STD,FDX,USD,46064.0000,390.1000,1820.0000,50365.0000,A
004598,2017-05-31,2016,INDL,C,D,STD,FDX,USD,48552.0000,400.0000,2997.0000,60319.0000,A
004598,2018-05-31,2017,INDL,C,D,STD,FDX,USD,52330.0000,429.0000,4572.0000,65450.0000,A
004598,2019-05-31,2018,INDL,C,D,STD,FDX,USD,54403.0000,460.0000,540.0000,69693.0000,A
004605,2009-12-31,2009,INDL,C,D,STD,FRT,USD,3222.3090,0.3760,98.3040,534.2350,A
004605,2010-12-31,2010,INDL,C,D,STD,FRT,USD,3159.5530,0.3610,122.7900,545.9900,A
004605,2011-12-31,2011,INDL,C,D,STD,FRT,USD,3659.9080,0.4160,143.9170,555.0850,A
004605,2012-12-31,2012,INDL,C,D,STD,FRT,USD,3898.5650,0.4210,151.9250,610.4640,A
004605,2013-12-31,2013,INDL,C,D,STD,FRT,USD,4219.2940,0.4250,162.6810,639.3440,A
004605,2014-12-31,2014,INDL,C,D,STD,FRT,USD,4546.8700,0.4050,164.5350,687.4270,A
004605,2015-12-31,2015,INDL,C,D,STD,FRT,USD,4911.7090,0.4360,210.2190,745.5770,A
004605,2016-12-31,2016,INDL,C,D,STD,FRT,USD,5423.2790,0.3290,249.9100,802.0150,A
004605,2017-12-31,2017,INDL,C,D,STD,FRT,USD,6275.7550,0.3260,289.9140,857.4060,A
004605,2018-12-31,2018,INDL,C,D,STD,FRT,USD,6289.6440,0.3030,241.9070,912.9800,A
004605,2019-12-31,2019,INDL,C,D,STD,FRT,USD,6794.9920,0.3130,353.8660,935.0420,A
004640,2009-12-31,2009,INDL,C,D,STD,FITB,USD,113380.0000,20.9980,737.0000,7692.0000,A
004640,2010-12-31,2010,INDL,C,D,STD,FITB,USD,111007.0000,21.6130,753.0000,7066.0000,A
004640,2011-12-31,2011,INDL,C,D,STD,FITB,USD,116967.0000,21.3340,1297.0000,6673.0000,A
004640,2012-12-31,2012,INDL,C,D,STD,FITB,USD,121894.0000,20.7980,1576.0000,6834.0000,A
004640,2013-12-31,2013,INDL,C,D,STD,FITB,USD,130443.0000,19.4460,1836.0000,6864.0000,A
004640,2014-12-31,2014,INDL,C,D,STD,FITB,USD,138706.0000,18.3510,1481.0000,6375.0000,A
004640,2015-12-31,2015,INDL,C,D,STD,FITB,USD,141082.0000,18.2610,1712.0000,7031.0000,A
004640,2016-12-31,2016,INDL,C,D,STD,FITB,USD,142177.0000,17.8440,1564.0000,6607.0000,A
004640,2017-12-31,2017,INDL,C,D,STD,FITB,USD,142193.0000,18.1250,2194.0000,6676.0000,A
004640,2018-12-31,2018,INDL,C,D,STD,FITB,USD,146069.0000,17.4370,2193.0000,7392.0000,A
004640,2019-12-31,2019,INDL,C,D,STD,FITB,USD,169369.0000,19.8690,2512.0000,8900.0000,A
004674,2009-12-31,2009,INDL,C,D,STD,RF,USD,142318.0000,28.5090,-1031.0000,9026.0000,A
004674,2010-12-31,2010,INDL,C,D,STD,RF,USD,132351.0000,27.8290,-539.0000,8218.0000,A
004674,2011-12-31,2011,INDL,C,D,STD,RF,USD,127050.0000,26.8130,-215.0000,6395.0000,A
004674,2012-12-31,2012,INDL,C,D,STD,RF,USD,121347.0000,23.4270,1120.0000,6003.0000,A
004674,2013-12-31,2013,INDL,C,D,STD,RF,USD,117396.0000,24.2550,1122.0000,5641.0000,A
004674,2014-12-31,2014,INDL,C,D,STD,RF,USD,119679.0000,23.7230,1155.0000,5409.0000,A
004674,2015-12-31,2015,INDL,C,D,STD,RF,USD,126050.0000,23.9160,1062.0000,5583.0000,A
004674,2016-12-31,2016,INDL,C,D,STD,RF,USD,125968.0000,22.1660,1163.0000,5907.0000,A
004674,2017-12-31,2017,INDL,C,D,STD,RF,USD,124294.0000,21.7140,1263.0000,6093.0000,A
004674,2018-12-31,2018,INDL,C,D,STD,RF,USD,125688.0000,19.9690,1759.0000,6412.0000,A
004674,2019-12-31,2019,INDL,C,D,STD,RF,USD,126240.0000,19.5640,1582.0000,6755.0000,A
004699,2009-12-31,2009,INDL,C,D,STD,MTB,USD,68880.3990,14.2260,379.8910,3744.3030,A
004699,2010-12-31,2010,INDL,C,D,STD,MTB,USD,68021.2630,13.3650,736.1610,3809.8950,A
004699,2011-12-31,2011,INDL,C,D,STD,MTB,USD,77924.2870,15.6660,859.4790,4310.0690,A
004699,2012-12-31,2012,INDL,C,D,STD,MTB,USD,83008.8030,14.9430,1029.4980,4608.9550,A
004699,2013-12-31,2013,INDL,C,D,STD,MTB,USD,85162.3910,15.8930,1138.4800,4822.5390,A
004699,2014-12-31,2014,INDL,C,D,STD,MTB,USD,96685.5350,15.7820,1066.2460,4736.1500,A
004699,2015-12-31,2015,INDL,C,D,STD,MTB,USD,122787.8840,17.4760,1079.6670,4950.8810,A
004699,2016-12-31,2016,INDL,C,D,STD,MTB,USD,123449.2060,16.9730,1315.1140,5721.8670,A
004699,2017-12-31,2017,INDL,C,D,STD,MTB,USD,118593.4870,16.7940,1408.3060,6018.9380,A
004699,2018-12-31,2018,INDL,C,D,STD,MTB,USD,120097.4030,17.2670,1918.0800,6454.7110,A
004699,2019-12-31,2019,INDL,C,D,STD,MTB,USD,119872.7570,17.7730,1929.1490,6941.2720,A
004723,2009-12-31,2009,INDL,C,D,STD,USB,USD,281176.0000,58.2290,2205.0000,19490.0000,A
004723,2010-12-31,2010,INDL,C,D,STD,USB,USD,307786.0000,60.5840,3317.0000,20518.0000,A
004723,2011-12-31,2011,INDL,C,D,STD,USB,USD,340122.0000,62.5290,4872.0000,21136.0000,A
004723,2012-12-31,2012,INDL,C,D,STD,USB,USD,353855.0000,64.4860,5647.0000,22202.0000,A
